index,rank,term,p-value,zscore,combined_score,overlap_genes,q-value,7,8,library
10,11,Malaria,1.7970545929430876e-08,6.718946277212025,119.82926075159992,"['CD40', 'CCL12', 'VCAM1', 'LRP1', 'CD81', 'SDC2', 'ITGB2', 'ITGAL', 'THBS2', 'THBS1', 'ICAM1', 'IFNG', 'IL1B', 'CCL2', 'ACKR1', 'MET', 'MYD88', 'TLR2']",4.3124856332499085e-07,0,0,KEGG2019Mouse
11,12,Protein processing in endoplasmic reticulum,1.879843259160946e-08,3.3004019813010945,58.71247577640871,"['RPN2', 'PRKCSH', 'HSPA4L', 'SEL1L', 'RRBP1', 'HSP90B1', 'DNAJB1', 'HSPH1', 'CASP12', 'BAG2', 'OS9', 'LMAN2', 'SEC61B', 'SEC62', 'UGGT1', 'PDIA3', 'HSPA8', 'HSP90AA1', 'HSPA5', 'SSR4', 'EDEM1', 'EIF2AK2', 'MARCH6', 'RAD23B', 'DDOST', 'DNAJA1', 'SELENOS', 'DAD1', 'DNAJC5', 'CANX', 'ERP29', 'CALR', 'CRYAB', 'HSPA1B', 'ATF4', 'NFE2L2']",4.3124856332499085e-07,0,0,KEGG2019Mouse
12,13,ECM-receptor interaction,1.9068814024574425e-08,4.717717814299038,83.85843246497846,"['ITGB1', 'ITGB5', 'ITGA4', 'SDC4', 'ITGA3', 'LAMA4', 'ITGA1', 'TNC', 'FN1', 'LAMC1', 'THBS2', 'HSPG2', 'THBS1', 'COL1A1', 'COL4A2', 'COL4A1', 'COL6A2', 'COL6A1', 'DAG1', 'SPP1', 'COL6A3', 'CD47', 'AGRN', 'CD44']",4.3124856332499085e-07,0,0,KEGG2019Mouse
13,14,DNA replication,2.4022269493317694e-08,8.66745283018868,152.06425870088805,"['FEN1', 'RNASEH2A', 'PCNA', 'RFC4', 'MCM7', 'PRIM1', 'RPA2', 'POLA1', 'POLD1', 'RPA3', 'POLD2', 'MCM3', 'MCM4', 'MCM5', 'MCM2']",5.044676593596716e-07,0,0,KEGG2019Mouse
14,15,Oxidative phosphorylation,5.833127523580533e-08,3.497686927128952,58.2614168693715,"['ATP6V1A', 'NDUFA13', 'NDUFA11', 'COX4I1', 'ATP5K', 'COX7A2', 'TCIRG1', 'COX6A1', 'COX5B', 'COX7C', 'ATP5E', 'NDUFV3', 'ATP6V1E1', 'ATP6V1D', 'ATP6V1C1', 'ATP6V1F', 'COX8A', 'ATP6V1G1', 'ATP6AP1', 'NDUFA3', 'NDUFA1', 'SDHA', 'COX6C', 'COX6B1', 'COX7A2L', 'NDUFAB1', 'ATP6V1B2', 'NDUFS3', 'ATP6V0D1', 'ATP6V0C', 'ATP6V0E']",1.1432929946217846e-06,0,0,KEGG2019Mouse
15,16,TNF signaling pathway,1.1289633980694095e-07,3.7749782399560217,60.38755600153037,"['CEBPB', 'CCL12', 'CSF1', 'CX3CL1', 'ICAM1', 'SOCS3', 'CCL5', 'CCL2', 'JUNB', 'MAP2K1', 'JUN', 'VCAM1', 'MLKL', 'IL15', 'IFI47', 'TNFRSF1B', 'MAPK12', 'TNFRSF1A', 'NFKBIA', 'CXCL10', 'CREB3', 'MMP14', 'IL1B', 'IRF1', 'BCL3', 'FAS', 'ATF4']",1.8390149206053298e-06,0,0,KEGG2019Mouse
16,17,Chemokine signaling pathway,1.1411033876267092e-07,2.874545322275571,45.95276889814536,"['CCL12', 'CXCL9', 'NCF1', 'CX3CL1', 'GNAI2', 'CXCL16', 'RAP1B', 'CDC42', 'PAK1', 'CCL9', 'GNG2', 'CCL8', 'CCL7', 'CCL6', 'CCL5', 'CCL4', 'CCL2', 'CCR7', 'CCL19', 'CCR5', 'JAK2', 'PRKACB', 'CCR2', 'LYN', 'CCR1', 'MAP2K1', 'STAT1', 'STAT2', 'PRKCD', 'STAT3', 'VAV1', 'NFKBIA', 'HCK', 'CXCL10', 'PLCB3', 'GNB4', 'XCL1', 'GRB2', 'PF4']",1.8390149206053298e-06,0,0,KEGG2019Mouse
17,18,NOD-like receptor signaling pathway,1.1875827240824752e-07,2.8238938909865428,45.030308240045834,"['CCL12', 'OAS1A', 'NOD1', 'GABARAP', 'TXN2', 'CASP12', 'CCL5', 'NAMPT', 'CASP4', 'CASP1', 'CCL2', 'GBP2', 'CTSB', 'GBP3', 'GSDMD', 'IFNAR2', 'GBP5', 'GABARAPL1', 'JUN', 'HSP90AA1', 'GBP7', 'IFI207', 'IFI204', 'STAT1', 'STAT2', 'PRKCD', 'CYBB', 'CYBA', 'TMEM173', 'MAPK12', 'NFKBIA', 'PLCB3', 'OAS2', 'IL1B', 'OAS3', 'IRF7', 'TXNIP', 'VDAC2', 'MYD88', 'IRF9']",1.8390149206053298e-06,0,0,KEGG2019Mouse
18,19,Salmonella infection,1.206323562507154e-07,4.551236350509882,72.50355394523237,"['DYNC1I2', 'DYNC1H1', 'RAB7', 'JUN', 'IFNGR1', 'IFNGR2', 'ARPC1A', 'RHOG', 'ARPC4', 'ARPC5', 'KLC1', 'ACTB', 'MAPK12', 'CDC42', 'IFNG', 'ARPC2', 'ARPC3', 'IL1B', 'CCL4', 'CASP1', 'MYD88', 'PFN2']",1.8390149206053298e-06,0,0,KEGG2019Mouse
19,20,Hepatitis C,1.2510305582349183e-07,3.1379568165055116,49.875087277184306,"['YWHAE', 'CDKN1A', 'CD81', 'YWHAB', 'ARAF', 'OAS1A', 'IFIT1', 'SOCS3', 'CCND1', 'LDLR', 'YWHAG', 'YWHAH', 'IFNAR2', 'MAP2K1', 'RSAD2', 'DDX58', 'STAT1', 'STAT2', 'STAT3', 'EIF2AK2', 'YWHAZ', 'TNFRSF1A', 'NFKBIA', 'CXCL10', 'CDK6', 'IFNG', 'CDK4', 'OAS2', 'OAS3', 'IRF7', 'FAS', 'GRB2', 'IRF9', 'TLR3']",1.8390149206053298e-06,0,0,KEGG2019Mouse
20,21,PI3K-Akt signaling pathway,1.8609446279438962e-07,2.2690761923498495,35.163899683092204,"['YWHAE', 'ITGB1', 'CDKN1A', 'CSF1', 'ITGB5', 'YWHAB', 'TNC', 'PTEN', 'LAMC1', 'GHR', 'CCND2', 'CCND1', 'JAK2', 'YWHAG', 'YWHAH', 'IFNAR2', 'MAP2K1', 'HSP90AA1', 'ITGA4', 'ITGA3', 'RPS6', 'ITGA1', 'PPP2R5C', 'YWHAZ', 'CREB3', 'COL4A2', 'COL4A1', 'COL6A2', 'DDIT4', 'COL6A1', 'COL6A3', 'MET', 'ATF4', 'TLR2', 'CSF1R', 'LAMA4', 'IL4RA', 'IL2RG', 'THBS2', 'EFNA4', 'THBS1', 'HSP90B1', 'GNG2', 'SPP1', 'EIF4EBP1', 'PCK2', 'MCL1', 'FN1', 'VEGFB', 'VEGFD', 'COL1A1', 'CDK6', 'CDK4', 'IL2RB', 'GNB4', 'GRB2', 'PIK3AP1', 'FGFR1']",2.6053224791214546e-06,0,0,KEGG2019Mouse
21,22,Cytokine-cytokine receptor interaction,2.537440012796352e-07,2.4119741702319897,36.630506877383304,"['IL1RN', 'CD40', 'CXCL9', 'CSF1', 'CX3CL1', 'CXCL16', 'GHR', 'TNFSF10', 'CCR7', 'CCR5', 'CCR2', 'IL13RA1', 'IFNAR2', 'IL15RA', 'TNFRSF12A', 'IL15', 'IFNGR1', 'IFNGR2', 'TNFRSF1B', 'TGFBR1', 'TNFRSF1A', 'CSF2RB2', 'IFNG', 'IL1B', 'XCL1', 'IL6ST', 'CSF1R', 'CCL12', 'IL4RA', 'CSF2RB', 'IL2RG', 'CSF2RA', 'IL1RL1', 'CCL9', 'CCL8', 'CCL7', 'CCL6', 'CCL5', 'CCL4', 'CCL2', 'CCL19', 'IL12RB1', 'CCR1', 'IL10RA', 'TNFRSF9', 'CXCL10', 'IL2RB', 'FAS', 'CRLF2', 'PF4']",3.390942562555125e-06,0,0,KEGG2019Mouse
22,23,Fluid shear stress and atherosclerosis,2.7814737155632465e-07,3.215040161553821,48.531400165170446,"['CCL12', 'NCF1', 'SDC4', 'SDC2', 'MGST1', 'PLAT', 'ACTB', 'TXN2', 'ICAM1', 'HSP90B1', 'CTSL', 'SUMO2', 'CCL2', 'MEF2A', 'JUN', 'HSP90AA1', 'VCAM1', 'GSTM1', 'CAV1', 'MMP2', 'CYBA', 'ASS1', 'MAPK12', 'TNFRSF1A', 'IFNG', 'IL1B', 'CALM3', 'CALM1', 'CALM2', 'GSTM5', 'NFE2L2']",3.5554490103286716e-06,0,0,KEGG2019Mouse
23,24,Epstein-Barr virus infection,3.4487424297012036e-07,2.6164410276412084,38.93286750391139,"['CD40', 'CDKN1A', 'HDAC2', 'OAS1A', 'ITGAL', 'ICAM1', 'PSMD8', 'CCND2', 'CCND1', 'PSMD1', 'SKP2', 'B2M', 'LYN', 'PDIA3', 'IFNAR2', 'ENTPD1', 'JUN', 'GADD45B', 'STAT1', 'DDX58', 'STAT2', 'STAT3', 'TAP2', 'EIF2AK2', 'TAP1', 'ISG15', 'MAPK12', 'TAPBP', 'NFKBIA', 'CXCL10', 'CDK6', 'CDK4', 'OAS2', 'OAS3', 'IRF7', 'FAS', 'CALR', 'VIM', 'CD44', 'MYD88', 'IRF9', 'TLR2']",4.06486604716437e-06,0,0,KEGG2019Mouse
24,25,Pyrimidine metabolism,3.4804226916402625e-07,5.204631379962192,77.39777086979265,"['ENTPD1', 'DTYMK', 'DUT', 'RRM1', 'RRM2', 'CAD', 'NME4', 'TYMS', 'NT5C3', 'NME1', 'DCTD', 'PNP', 'NME6', 'CMPK2', 'TK1', 'UPP1', 'UMPS', 'DCTPP1']",4.06486604716437e-06,0,0,KEGG2019Mouse
25,26,Pathways in cancer,3.5947794974923e-07,1.9735662109330345,29.284985229079876,"['ITGB1', 'CDKN1A', 'SPI1', 'ARAF', 'PTEN', 'LAMC1', 'CCND2', 'CCND1', 'PIM1', 'JAK2', 'SKP2', 'PRKACB', 'IL13RA1', 'IFNAR2', 'IL15RA', 'MAP2K1', 'HSP90AA1', 'IFNGR1', 'ITGA3', 'IL15', 'IFNGR2', 'MMP2', 'TGFBR1', 'CSF2RB2', 'MSH6', 'PLCB3', 'MSH2', 'TRAF4', 'COL4A2', 'IFNG', 'COL4A1', 'BIRC5', 'IL6ST', 'MET', 'NOTCH2', 'CSF1R', 'HDAC2', 'CAMK2D', 'LAMA4', 'IL4RA', 'MGST1', 'CSF2RB', 'IL2RG', 'CSF2RA', 'HSP90B1', 'GNAI2', 'CDC42', 'GNA13', 'GNG2', 'IL12RB1', 'RALGDS', 'JUN', 'GSTM1', 'GADD45B', 'STAT1', 'STAT2', 'WNT7B', 'TXNRD1', 'STAT3', 'FN1', 'VEGFB', 'VEGFD', 'PML', 'NFKBIA', 'CDK6', 'CDK4', 'IL2RB', 'GNAS', 'GNB4', 'FAS', 'CALM3', 'GRB2', 'CALM1', 'CALM2', 'GSTM5', 'NFE2L2', 'FGFR1']",4.06486604716437e-06,0,0,KEGG2019Mouse
26,27,Kaposi sarcoma-associated herpesvirus infection,5.018429144840901e-07,2.645803078710427,38.37731726293288,"['CD86', 'CDKN1A', 'GABARAP', 'ICAM1', 'C3', 'PPP3CA', 'PPP3R1', 'ZFP36', 'GNG2', 'CCND1', 'UBB', 'CCR5', 'JAK2', 'LYN', 'CCR1', 'IFNAR2', 'GABARAPL1', 'JUN', 'MAP2K1', 'IFNGR1', 'STAT1', 'STAT2', 'STAT3', 'EIF2AK2', 'MAPK12', 'TNFRSF1A', 'NFKBIA', 'HCK', 'CDK6', 'CDK4', 'MAPKAPK2', 'GNB4', 'IRF7', 'FAS', 'CALM3', 'CALM1', 'IL6ST', 'CALM2', 'TLR3', 'IRF9']",5.464511735493425e-06,0,0,KEGG2019Mouse
27,28,Vasopressin-regulated water reabsorption,6.056309675567265e-07,6.188342318059299,88.59846603088843,"['NSF', 'DYNC1I2', 'DYNC1H1', 'RAB5C', 'DCTN2', 'DCTN1', 'DYNLL1', 'DYNLL2', 'RAB11B', 'CREB3', 'ARHGDIB', 'GNAS', 'STX4A', 'PRKACB', 'VAMP2']",6.359125159345628e-06,0,0,KEGG2019Mouse
28,29,Fc gamma R-mediated phagocytosis,9.583102113029499e-07,3.9191408717624765,54.31182377590854,"['LYN', 'MAP2K1', 'GSN', 'NCF1', 'ARPC1A', 'PRKCD', 'INPPL1', 'ARPC4', 'ARPC5', 'VAV1', 'FCGR1', 'CDC42', 'HCK', 'PAK1', 'MARCKS', 'PTPRC', 'ARPC2', 'ARPC3', 'INPP5D', 'CFL1', 'PIP5K1C', 'FCGR2B']",9.715282831829906e-06,0,0,KEGG2019Mouse
29,30,Prion diseases,1.0182420102805856e-06,7.144711653505623,98.57867989322537,"['C1QB', 'C1QA', 'EGR1', 'PRNP', 'MAP2K1', 'HSPA5', 'LAMC1', 'STIP1', 'CASP12', 'CCL5', 'IL1B', 'PRKACB', 'C1QC']",9.97877170074974e-06,0,0,KEGG2019Mouse
30,31,Focal adhesion,1.1997354826787037e-06,2.6558208931720837,36.20789367992822,"['ITGB1', 'ITGB5', 'LAMA4', 'TNC', 'PTEN', 'LAMC1', 'THBS2', 'THBS1', 'ACTB', 'MYL12B', 'RAP1B', 'CDC42', 'PAK1', 'CCND2', 'CCND1', 'SPP1', 'PIP5K1C', 'JUN', 'MAP2K1', 'ITGA4', 'ITGA3', 'CAV1', 'ITGA1', 'FN1', 'VEGFB', 'VEGFD', 'VAV1', 'COL1A1', 'COL4A2', 'COL4A1', 'COL6A2', 'COL6A1', 'ZYX', 'COL6A3', 'GRB2', 'TLN1', 'MET']",1.1378136513146416e-05,0,0,KEGG2019Mouse
31,32,Ferroptosis,1.371436469963236e-06,6.216844751728472,83.9252397489488,"['PRNP', 'TRF', 'CYBB', 'ACSL5', 'SLC3A2', 'ACSL4', 'SAT1', 'CP', 'FTL1', 'MAP1LC3B', 'MAP1LC3A', 'PCBP1', 'FTH1', 'VDAC2']",1.2600072567787232e-05,0,0,KEGG2019Mouse
32,33,Pertussis,1.5039217571226114e-06,4.132266786840919,55.40309569009677,"['ITGB1', 'C1QB', 'C1QA', 'JUN', 'C1RA', 'ITGB2', 'NOD1', 'MAPK12', 'GNAI2', 'C3', 'IL1B', 'IRF1', 'CFL1', 'CASP1', 'IRF8', 'CALM3', 'CALM1', 'CALM2', 'MYD88', 'C1QC']",1.3398575654365082e-05,0,0,KEGG2019Mouse
33,34,Apoptosis,2.0814772000668514e-06,3.0038014412617837,39.297030271496816,"['CTSZ', 'CSF2RB', 'ACTB', 'LMNB2', 'CTSS', 'TUBA1C', 'CASP12', 'TUBA1A', 'CTSL', 'TNFSF10', 'CTSH', 'BCL2A1B', 'CTSD', 'SPTAN1', 'CTSC', 'MCL1', 'CTSB', 'DAXX', 'MAP2K1', 'JUN', 'PARP3', 'GADD45B', 'GZMB', 'TNFRSF1A', 'NFKBIA', 'CSF2RB2', 'BIRC5', 'FAS', 'ATF4']",1.776782800506296e-05,0,0,KEGG2019Mouse
34,35,JAK-STAT signaling pathway,2.115217619650352e-06,2.8146178889980544,36.776790496138524,"['CDKN1A', 'IL4RA', 'CSF2RB', 'IL2RG', 'CSF2RA', 'GHR', 'SOCS3', 'CCND2', 'SOCS1', 'CCND1', 'PIM1', 'JAK2', 'IL12RB1', 'IL13RA1', 'MCL1', 'IFNAR2', 'IL15RA', 'IL15', 'IFNGR1', 'STAT1', 'IFNGR2', 'IL10RA', 'STAT2', 'STAT3', 'CSF2RB2', 'IFNG', 'IL2RB', 'GRB2', 'PTPN6', 'IL6ST', 'IRF9', 'CRLF2']",1.776782800506296e-05,0,0,KEGG2019Mouse
35,36,Collecting duct acid secretion,3.350248108606031e-06,7.926952634880803,99.93093935440916,"['ATP6V1A', 'ATP6V1G1', 'ATP6V1B2', 'TCIRG1', 'ATP6V1E1', 'ATP6V0D1', 'ATP6V1D', 'ATP6V0C', 'ATP6V1C1', 'ATP6V1F', 'ATP6V0E']",2.7360359553615917e-05,0,0,KEGG2019Mouse
36,37,Toxoplasmosis,3.7805310870809927e-06,3.3091171952652028,41.31646606774639,"['ITGB1', 'HSPA8', 'CD40', 'IFNGR1', 'STAT1', 'IFNGR2', 'LAMA4', 'IL10RA', 'STAT3', 'IRGM1', 'LAMC1', 'MAPK12', 'TNFRSF1A', 'GNAI2', 'NFKBIA', 'SOCS1', 'IFNG', 'IGTP', 'CCR5', 'JAK2', 'LDLR', 'MYD88', 'HSPA1B', 'TLR2']",3.0039895664913833e-05,0,0,KEGG2019Mouse
37,38,Chagas disease (American trypanosomiasis),5.484306264999701e-06,3.328421302149178,40.319230690429144,"['C1QB', 'C1QA', 'JUN', 'CCL12', 'IFNGR1', 'IFNGR2', 'TGFBR1', 'MAPK12', 'TNFRSF1A', 'GNAI2', 'C3', 'NFKBIA', 'PLCB3', 'IFNG', 'IL1B', 'CCL5', 'GNAS', 'CCL2', 'FAS', 'CALR', 'MYD88', 'TLR2', 'C1QC']",4.243121162920821e-05,0,0,KEGG2019Mouse
38,39,Human cytomegalovirus infection,6.211613697032011e-06,2.293783172483397,27.500372531091973,"['CDKN1A', 'CCL12', 'CX3CL1', 'GNAI2', 'GNA13', 'PPP3CA', 'PPP3R1', 'GNG2', 'CCND1', 'CCL5', 'CCL4', 'EIF4EBP1', 'CCL2', 'CCR5', 'B2M', 'PRKACB', 'CCR1', 'PDIA3', 'MAP2K1', 'IL10RA', 'STAT3', 'TAP2', 'TAP1', 'TMEM173', 'MAPK12', 'TNFRSF1A', 'TAPBP', 'NFKBIA', 'CREB3', 'PLCB3', 'CDK6', 'CDK4', 'IL1B', 'GNAS', 'GNB4', 'FAS', 'CALM3', 'GRB2', 'CALR', 'CALM1', 'CALM2', 'ATF4']",4.68260109468567e-05,0,0,KEGG2019Mouse
39,40,Antigen processing and presentation,6.691136401079068e-06,3.521135265700483,41.95336483151737,"['PDIA3', 'CD74', 'HSPA8', 'HSP90AA1', 'HSPA5', 'NFYB', 'TAP2', 'TAP1', 'IFI30', 'CTSS', 'TAPBP', 'IFNG', 'CTSL', 'CANX', 'PSME1', 'PSME2', 'CALR', 'B2M', 'HSPA1B', 'CTSB', 'LGMN']",4.917985254793115e-05,0,0,KEGG2019Mouse
40,41,Measles,9.600718391464622e-06,2.7978265147705157,32.3251716267617,"['OAS1A', 'ADAR', 'IL2RG', 'IFIH1', 'CCND2', 'CCND1', 'IFNAR2', 'HSPA8', 'JUN', 'DDX58', 'STAT1', 'STAT2', 'STAT3', 'EIF2AK2', 'NFKBIA', 'CDK6', 'CDK4', 'OAS2', 'IL1B', 'OAS3', 'IL2RB', 'IRF7', 'FAS', 'FCGR2B', 'MYD88', 'IRF9', 'HSPA1B', 'TLR2']",6.884417578269753e-05,0,0,KEGG2019Mouse
41,42,Necroptosis,9.972287200151211e-06,2.5783711238256695,29.691749877191562,"['CAMK2D', 'FTL1', 'FTH1', 'SMPD1', 'TNFSF10', 'CASP1', 'JAK2', 'GLUL', 'ZBP1', 'IFNAR2', 'HSP90AA1', 'PARP3', 'MLKL', 'H2AFZ', 'IFNGR1', 'STAT1', 'IFNGR2', 'STAT2', 'STAT3', 'CYBB', 'EIF2AK2', 'TNFRSF1A', 'GLUD1', 'IFNG', 'IL1B', 'CHMP2A', 'CHMP4B', 'VDAC2', 'FAS', 'PPID', 'IRF9', 'TLR3']",6.980601040105848e-05,0,0,KEGG2019Mouse
42,43,Human T-cell leukemia virus 1 infection,1.2664834279450886e-05,2.2679030624172056,25.574420189156587,"['CD40', 'CDKN1A', 'SPI1', 'ITGB2', 'PTEN', 'ITGAL', 'IL2RG', 'ICAM1', 'PPP3CA', 'PPP3R1', 'ZFP36', 'CCND2', 'CCND1', 'PTTG1', 'CHEK1', 'TSPO', 'B2M', 'PRKACB', 'IL15RA', 'EGR1', 'RANBP1', 'FDPS', 'JUN', 'MAP2K1', 'IL15', 'NFYB', 'TGFBR1', 'TNFRSF1A', 'FOSL1', 'NFKBIA', 'CREB3', 'CDK4', 'CANX', 'IL2RB', 'TBPL1', 'VDAC2', 'CALR', 'TLN1', 'RAN', 'ATF4']",8.65921227478735e-05,0,0,KEGG2019Mouse
