Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,region,comparison
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,34/101,0.00011530002393887069,0.0005404688622134563,0,0,2.3226942641054817,21.062128695471102,CCL12;CDKN1B;PIK3R2;PIK3R1;RELA;CDC42;NRAS;CCND1;AKT2;CASP3;AKT1;PLCE1;CCL2;MAPK1;JAK2;EGR1;SMAD4;JUN;VCAM1;STAT1;PRKCE;STAT3;FN1;CYBB;TGFBR1;AGT;PLCB3;PLCB4;COL4A1;CDK4;BCL2;BAX;KRAS;PLCD1,within_sample,B7_SAL_127891,B7_SAL_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,10/101,0.0020435823659573,0.0074530650993738,0,0,3.2083243008887927,19.869315857781856,EGR1;JUN;CCND1;COL4A1;STAT1;STAT3;FN1;AKT1;BAX;PIK3R1,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster5_vs_cluster2
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,10/101,0.0038929637973583,0.0166567795264021,0,0,2.9187848162917414,16.195124219165276,TGFB2;JUN;AKT2;STAT3;PIM1;VEGFB;BAX;HRAS;MAPK3;VEGFA,across_sample,inTumour,cluster1_B7_ADI_127891_vs_B7_SAL_127891
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,19/101,0.0019841068609434,0.0068790163371682,0,0,2.3002772531843934,14.313673975374185,STAT5B;EGR1;SMAD4;JUN;VCAM1;CDKN1B;STAT1;STAT3;PIK3R1;AGT;ICAM1;NRAS;CCND1;CDK4;AKT3;PIM1;KRAS;JAK2;MAPK3,across_sample,inTumour,cluster4_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,9/101,0.0141417088552374,0.0446290292444506,0,0,2.511612658818044,10.696020912883752,EGR1;COL4A1;STAT1;PRKCE;AKT3;PRKCD;MAPK1;KRAS;MAPK3,across_sample,outTumour,cluster2_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,36/101,0.0044114172421833,0.0143726819825972,0,0,1.792541884345163,9.721957155571484,PIK3R3;PIK3R2;PIK3R1;FOXO1;ICAM1;CDC42;MAPK9;NRAS;CCND1;PIM1;PLCG2;AKT1;PLCE1;MAPK1;PLCG1;JAK2;MAPK3;STAT5B;EGR1;SMAD4;TGFB1;VCAM1;PRKCB;STAT1;PRKCE;PRKCD;STAT3;VEGFB;CYBB;NFKB1;VEGFA;MAPK10;IL1A;CDK4;BAX;PLCB2,across_sample,inTumour,cluster1_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,AMPK signaling pathway,26/126,6.887593431141988e-05,0.0004702713398308794,0,0,2.5885336273428887,24.80644510052126,PFKFB3;CAB39;PIK3R1;FOXO3;RPTOR;LIPE;PPP2CB;STK11;CCND1;PPP2R1A;AKT3;EIF4EBP1;RAB8A;RAB2A;PDPK1;STRADB;PPP2R5A;PPP2R5D;PPP2R5C;RAB11B;CCNA2;RAB10;PFKL;RHEB;PPP2R2D;PFKP,across_sample,inTumour,cluster4_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,AMPK signaling pathway,63/126,8.366498459463406e-05,0.0003044195825009577,0,0,2.002568363801178,18.801493595866297,CRTC2;IRS1;PRKAG1;PPP2R2A;ELAVL1;IGF1R;RPTOR;LIPE;GYS1;STK11;EEF2K;CCND1;PPP2R1B;PPP2R1A;PPP2R5E;CREB3L1;AKT2;CREB3L2;AKT3;SCD2;AKT1;CD36;MAP3K7;RAB8A;RAB2A;STRADB;PPP2R5B;TSC2;PPP2R5A;PRKAB1;CCNA2;TBC1D1;CREB1;PIK3CA;AKT1S1;ULK1;CREB5;PRKAA1;PFKFB3;CAB39;PIK3R3;PIK3R2;PIK3R1;HMGCR;ADIPOR1;ADIPOR2;FOXO1;ACACA;PPP2CA;PPP2CB;PPP2R3C;EIF4EBP1;PCK2;IGF1;PPP2R3A;EEF2;RAB11B;RAB10;G6PC3;PPP2R2C;RAB14;PPP2R2D;PFKP,within_sample,B7_ADI_130660,B7_ADI_130660_cluster1_vs_cluster2
KEGG_2019_Mouse,AMPK signaling pathway,46/126,0.0007968184140483725,0.0035505291096567,0,0,1.863137401322808,13.293268753736545,PRKAA2;CAB39;IRS1;PIK3R3;PRKAG2;PPP2R2A;PIK3R2;PIK3R1;HMGCR;FOXO3;ADIPOR2;FOXO1;PPP2CA;GYS1;PPP2CB;STK11;EEF2K;CCND1;PPP2R1A;PPP2R3C;CREB3L1;CREB3L2;EIF4EBP1;AKT1;CD36;RAB8A;RAB2A;STRADA;PDPK1;STRADB;PPP2R5B;PPP2R5A;TSC1;PPP2R5D;PPP2R5C;RAB11B;CCNA2;CREB3;PFKL;G6PC3;CREB1;PPP2R2C;RHEB;AKT1S1;PPP2R2D;ULK1,across_sample,inTumour,cluster1_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,AMPK signaling pathway,52/126,0.0057840280883435,0.013974211861438,0,0,1.6194644927601365,8.34454171541174,CRTC2;IRS1;PRKAG1;PPP2R2A;ELAVL1;IGF1R;RPTOR;LIPE;GYS1;STK11;CCND1;PPP2R1B;PPP2R1A;CREB3L1;AKT2;CREB3L2;AKT1;CD36;MAP3K7;RAB8A;CPT1A;STRADB;PPP2R5A;PPP2R5D;PRKAB1;CCNA2;TBC1D1;CREB1;PIK3CA;AKT1S1;ULK1;CREB5;PFKFB3;PIK3R2;PIK3R1;ADIPOR1;ADIPOR2;FOXO1;ACACA;PPP2CA;PPP2CB;PPP2R3C;EIF4EBP1;PCK2;IGF1;MTOR;RAB10;PPP2R2C;RAB14;RHEB;FASN;PPP2R2D,within_sample,B7_ADI_130660,B7_ADI_130660_cluster4_vs_cluster2
KEGG_2019_Mouse,AMPK signaling pathway,39/126,0.0078767050806899,0.0181585109493767,0,0,1.648954477563478,7.9872808899617,PFKFB3;IRS1;PRKAG2;PIK3R2;PIK3R1;ADIPOR1;ADIPOR2;ELAVL1;FOXO1;ACACA;IGF1R;LIPE;PPP2CB;STK11;EEF2K;CCND1;PPP2R1A;AKT2;CREB3L2;EIF4EBP1;AKT1;MAP3K7;RAB8A;TSC2;PPP2R5D;IGF1;EEF2;SIRT1;RAB11B;CCNA2;RAB10;CREB3;TBC1D1;CREB1;PPP2R2C;RAB14;RHEB;FASN;AKT1S1,within_sample,B7_ADI_127891,B7_ADI_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,AMPK signaling pathway,33/126,0.0140283571847727,0.0318826299653926,0,0,1.6210829815887706,6.9166333952151335,PFKFB3;IRS1;PIK3R2;PIK3R1;HMGCR;ADIPOR1;ELAVL1;ACACA;IGF1R;LIPE;GYS1;STK11;CCND1;PPP2R5E;AKT2;CREB3L2;EIF4EBP1;AKT1;MAP3K7;RAB8A;PCK2;TSC2;PPP2R5A;PPP2R5D;IGF1;EEF2;CCNA2;RAB10;TBC1D1;PPP2R2C;FASN;AKT1S1;CREB5,within_sample,B7_SAL_127891,B7_SAL_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,AMPK signaling pathway,34/126,0.0224557688681644,0.0434627784545118,0,0,1.5466203110289365,5.871291984169746,PFKFB3;CAB39;IRS1;PRKAG2;PIK3R1;ADIPOR1;ADIPOR2;FOXO1;ACACA;IGF1R;PPP2CA;LIPE;STK11;EEF2K;CCND1;PPP2R1A;AKT2;EIF4EBP1;AKT1;RAB8A;PCK2;PPP2R5A;IGF1;EEF2;RAB11B;CCNA2;CREB3;TBC1D1;CREB1;PIK3CA;PPP2R2C;AKT1S1;PFKM;PFKP,within_sample,B7_ADI_127891,B7_ADI_127891_cluster4_vs_cluster2
KEGG_2019_Mouse,AMPK signaling pathway,51/126,0.0236893338689643,0.0475355507436833,0,0,1.4647897159181082,5.482312969881915,IRS1;PRKAG1;ELAVL1;IGF1R;LIPE;GYS1;STK11;EEF2K;CCND1;PPP2R1B;PPP2R1A;PPP2R5E;CREB3L1;AKT2;CREB3L2;AKT3;AKT1;MAP3K7;RAB8A;CPT1A;TSC2;PPP2R5D;PRKAB1;SIRT1;CCNA2;CREB3;TBC1D1;CREB1;PIK3CA;AKT1S1;CREB5;PFKFB3;CAB39;PIK3R3;PIK3R2;PIK3R1;ADIPOR1;ADIPOR2;FOXO1;ACACA;PPP2CB;PPP2R3C;EIF4EBP1;PCK2;IGF1;PPP2R3A;RAB10;PFKL;PPP2R2C;RHEB;FASN,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster5_vs_cluster6
KEGG_2019_Mouse,Acute myeloid leukemia,43/69,8.148619591694562e-07,4.643175691871241e-06,0,0,3.3111798579489498,46.42355984503698,CSF1R;CEBPA;SPI1;ITGAM;PIK3R3;PIK3R2;PIK3R1;RELA;IKBKB;NRAS;CCND1;MYC;AKT2;AKT3;PIM1;EIF4EBP1;AKT1;MAPK1;HRAS;BCL2A1B;MAPK3;STAT5B;TCF7L2;TCF7L1;MAP2K2;CHUK;JUP;BAD;STAT3;DUSP6;PML;NFKB1;RUNX1;FCGR1;PER2;PIK3CA;KIT;RARA;KRAS;GRB2;RAF1;SOS2;PPARD,within_sample,B7_ADI_130660,B7_ADI_130660_cluster1_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,16/69,2.286119224720757e-05,0.00011043118288905352,0,0,3.9383568018934407,42.08555547227225,CSF1R;CEBPA;CSF2;SPI1;ITGAM;JUP;STAT3;PIK3R1;DUSP6;FCGR1;CCND1;MYC;PIM1;EIF4EBP1;RAF1;PPARD,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster4_vs_cluster6
KEGG_2019_Mouse,Acute myeloid leukemia,29/69,1.236215448604223e-05,4.816423825730739e-05,0,0,3.0399752475247523,34.354367537743336,CSF1R;CEBPA;SPI1;ITGAM;PIK3R1;RELA;NRAS;CCND1;MYC;AKT2;PIM1;EIF4EBP1;AKT1;HRAS;BCL2A1B;MAPK3;STAT5B;MAP2K2;CHUK;STAT3;DUSP6;PML;NFKB1;RUNX1;FCGR1;PIK3CA;RARA;RAF1;PPARD,within_sample,B7_ADI_127891,B7_ADI_127891_cluster4_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,5/69,0.0030314297942098,0.0099337622487184,0,0,5.482979910714286,31.79427015584433,MAP2K2;CCND1;STAT3;PIK3R1;RAF1,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster1_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,24/69,4.9402930329559184e-05,0.00024215534702521637,0,0,2.971403450928673,29.462953345669128,CSF1R;STAT5B;TCF7L1;ITGAM;MAP2K2;JUP;STAT3;PIK3R3;PIK3R2;PIK3R1;DUSP6;RELA;PML;RUNX1;FCGR1;NRAS;CCND1;PIK3CA;MYC;AKT2;EIF4EBP1;AKT1;RAF1;PPARD,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster1_vs_cluster6
KEGG_2019_Mouse,Acute myeloid leukemia,22/69,8.664139276720571e-05,0.000402070213310314,0,0,2.9555494827249658,27.645420375219636,CSF1R;CEBPA;SPI1;ITGAM;MAP2K2;STAT3;PIK3CD;PIK3R1;DUSP6;RELA;PML;NFKB1;RUNX1;FCGR1;NRAS;CCND1;MYC;RARA;EIF4EBP1;AKT1;RAF1;PPARD,within_sample,B7_SAL_127891,B7_SAL_127891_cluster4_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,37/69,0.0001346072175544907,0.000497390084378179,0,0,2.4930324623911324,22.22077109536617,CSF1R;CEBPA;SPI1;ITGAM;PIK3R3;PIK3R2;PIK3R1;RELA;IKBKB;NRAS;CCND1;MYC;AKT2;AKT3;PIM1;EIF4EBP1;AKT1;MAPK1;IKBKG;MAPK3;STAT5B;TCF7L1;MAP2K2;CHUK;JUP;STAT3;DUSP6;PML;NFKB1;RUNX1;FCGR1;PIK3CA;KIT;RARA;RAF1;SOS2;PPARD,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster5_vs_cluster6
KEGG_2019_Mouse,Acute myeloid leukemia,35/69,0.00030739530447063145,0.0009472794076543948,0,0,2.3725457684317304,19.187669711162076,CSF1R;CEBPA;SPI1;ITGAM;PIK3R2;PIK3R1;RELA;IKBKB;NRAS;CCND1;MYC;AKT2;PIM1;EIF4EBP1;AKT1;BCL2A1B;STAT5A;STAT5B;TCF7L1;MAP2K2;CHUK;STAT3;DUSP6;PML;NFKB1;MTOR;RUNX1;FCGR1;PER2;PIK3CA;RARA;KRAS;GRB2;RAF1;PPARD,within_sample,B7_ADI_130660,B7_ADI_130660_cluster4_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,15/69,0.0012935284778461,0.0048727158655602,0,0,2.7558599695586,18.32752026965736,STAT5B;CHUK;ZBTB16;STAT3;ARAF;PIK3R1;DUSP6;NRAS;CCND1;AKT3;PIM1;EIF4EBP1;KRAS;GRB2;MAPK3,across_sample,inTumour,cluster4_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,Acute myeloid leukemia,23/69,0.0016128836356685,0.0051475009648995,0,0,2.284436993573624,14.688316780612192,CSF1R;CEBPA;SPI1;ITGAM;MAP2K2;CHUK;STAT3;PIK3R2;PIK3R1;DUSP6;RELA;PML;NRAS;CCND1;MYC;AKT2;KIT;EIF4EBP1;AKT1;MAPK1;KRAS;RAF1;PPARD,within_sample,B7_SAL_127891,B7_SAL_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,26/69,0.0015055479995654,0.0042099582950811,0,0,2.223629129530681,14.450472542691044,CSF1R;CEBPA;ITGAM;PIK3R2;PIK3R1;RELA;NRAS;CCND1;MYC;AKT2;PIM1;EIF4EBP1;AKT1;HRAS;TCF7L1;MAP2K2;CHUK;STAT3;DUSP6;PML;NFKB1;RUNX1;FCGR1;RARA;RAF1;PPARD,within_sample,B7_ADI_127891,B7_ADI_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,Acute myeloid leukemia,7/69,0.0129321289644387,0.0438348786976429,0,0,2.9909232480533925,13.004655255401904,MAP2K2;AKT2;STAT3;PIM1;RAF1;HRAS;MAPK3,across_sample,inTumour,cluster1_B7_ADI_127891_vs_B7_SAL_127891
KEGG_2019_Mouse,Acute myeloid leukemia,27/69,0.0029742038302609,0.0108576356695068,0,0,2.07979175520612,12.099768581266598,CSF1R;SPI1;ARAF;PIK3R3;PIK3R2;PIK3R1;NRAS;CCND1;MYC;PIM1;EIF4EBP1;AKT1;MAPK1;MAPK3;STAT5B;MAP2K2;CHUK;ZBTB16;STAT3;BRAF;DUSP6;PML;NFKB1;FCGR1;PER2;GRB2;SOS1,across_sample,inTumour,cluster1_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,Adherens junction,44/72,1.3270155437346276e-06,7.049523495294028e-06,0,0,3.146171394137649,42.57581007331024,CTNND1;PTPRJ;IQGAP1;PTPRF;EGFR;ACTG1;IGF1R;CDC42;RAC2;CTNNA1;EP300;MAPK1;FYN;RAC1;CTNNA2;MAP3K7;ACP1;WASF2;MAPK3;SMAD2;PTPN1;TCF7L2;CREBBP;TCF7L1;SMAD4;YES1;SMAD3;CSNK2A1;CSNK2A2;LMO7;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;AFDN;PARD3;CSNK2B;CTNNB1;PTPN6;NECTIN3;VCL;NECTIN2;FGFR1,within_sample,B7_ADI_130660,B7_ADI_130660_cluster1_vs_cluster2
KEGG_2019_Mouse,Adherens junction,31/72,3.415701981303704e-06,1.485087817958132e-05,0,0,3.171825326178184,39.924169876671975,SRC;CTNND1;PTPRJ;IQGAP1;PTPRF;EGFR;ACTG1;IGF1R;CDC42;RAC2;CTNNA1;FYN;WASF2;MAPK3;SMAD2;PTPN1;CSNK2A1;CSNK2A2;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;CSNK2B;CTNNB1;PTPN6;MET;NECTIN3;VCL;NECTIN2;NECTIN1,within_sample,B7_ADI_127891,B7_ADI_127891_cluster4_vs_cluster2
KEGG_2019_Mouse,Adherens junction,41/72,8.717384977450688e-06,4.12713695026181e-05,0,0,2.8536809768913467,33.24592915562028,SRC;CTNND1;IQGAP1;NLK;PTPRF;EGFR;ACTG1;IGF1R;CDC42;RAC2;CTNNA1;EP300;MAPK1;FYN;RAC1;MAP3K7;ACP1;WASF2;MAPK3;SMAD2;PTPN1;CREBBP;TCF7L1;SMAD4;CSNK2A1;ACTN1;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;AFDN;PTPRB;PARD3;CSNK2B;CTNNB1;PTPN6;NECTIN3;VCL;NECTIN2;FGFR1,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster5_vs_cluster6
KEGG_2019_Mouse,Adherens junction,25/72,3.585995917080688e-05,0.00018486427227709063,0,0,2.9641273227418177,30.34047893434045,CTNND1;IQGAP1;PTPRF;EGFR;ACTG1;IGF1R;CTNNA1;FYN;WASF2;PTPN1;CREBBP;TCF7L1;SMAD4;CSNK2A2;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;AFDN;CTNNB1;PTPN6;NECTIN3;VCL;FGFR1,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster1_vs_cluster6
KEGG_2019_Mouse,Adherens junction,27/72,7.224197360347559e-05,0.00036733206917021486,0,0,2.7445594405594407,26.170717258634895,IQGAP1;NLK;PTPRF;EGFR;ACTG1;IGF1R;CDC42;CTNNA1;EP300;MAPK1;FYN;MAP3K7;WASF2;PTPN1;SMAD4;CSNK2A1;ACTN1;ACTN4;RHOA;TGFBR1;TJP1;AFDN;CSNK2B;CTNNB1;PTPN6;NECTIN3;FGFR1,within_sample,B7_SAL_127891,B7_SAL_127891_cluster1_vs_cluster2
KEGG_2019_Mouse,Adherens junction,38/72,5.744109297533403e-05,0.00020651440569703424,0,0,2.5771888051836527,25.16560594534623,CTNND1;WAS;IQGAP1;NLK;PTPRF;EGFR;ACTG1;IGF1R;CDC42;RAC2;CTNNA1;EP300;FYN;RAC1;MAP3K7;WASF2;SMAD2;PTPN1;TCF7L1;SMAD4;YES1;ACTN1;CSNK2A2;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;AFDN;PTPRB;PARD3;CSNK2B;CTNNB1;PTPN6;NECTIN3;VCL;NECTIN2;FGFR1,within_sample,B7_ADI_130660,B7_ADI_130660_cluster4_vs_cluster2
KEGG_2019_Mouse,Adherens junction,9/72,0.0015058778441308,0.0081317403583063,0,0,3.673305247031789,23.87053065385874,MAPK1;PTPRJ;CTNNA2;SORBS1;NLK;WASF1;BAIAP2;ACTG1;MAPK3,across_sample,outTumour,cluster2_B7_ADI_130660_vs_B7_SAL_127891
KEGG_2019_Mouse,Adherens junction,14/72,0.0005227110136068159,0.0019601663010255,0,0,3.143706471887209,23.755360745203166,PTPN1;WAS;ACTN4;IQGAP1;PTPRF;RHOA;TGFBR1;PTPRB;RAC2;CTNNA1;FYN;PTPN6;WASF2;VCL,within_sample,B7_SAL_12789R1,B7_SAL_12789R1_cluster4_vs_cluster6
KEGG_2019_Mouse,Adherens junction,29/72,0.000224853914674623,0.0007805273819739786,0,0,2.481949162725157,20.84852097728051,SRC;IQGAP1;NLK;PTPRF;EGFR;ACTG1;IGF1R;CDC42;CTNNA1;FYN;MAP3K7;WASF2;SMAD2;PTPN1;TCF7L1;SMAD4;CSNK2A1;ACTN4;RHOA;TGFBR1;TGFBR2;TJP1;CSNK2B;CTNNB1;PTPN6;NECTIN3;VCL;FGFR1;NECTIN1,within_sample,B7_ADI_127891,B7_ADI_127891_cluster1_vs_cluster2
